"Path","ItemType","Category","Target","Reason","TrackedAtFrozenTag","Bytes","SHA256","LastWriteTimeUtc"
"BUILD/stm32f4xx_hal_wwdg.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1078859","41E2D7356339762FEB8C980FE147E10034C88B2C0AF9359B89D0D200705FBAAF","2026-07-13T09:27:46.2288181Z"
"BUILD/stm32f4xx_hal_wwdg.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7782","EBAF0453FAF3C720E33DC4C27401FDD5590FFC95865AB98F1FB683BE13F80953","2026-07-13T09:27:46.2317739Z"
"BUILD/stm32f4xx_hal_wwdg.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1173756","5B833465F9607DF234AFF49C70DA1023AB6CFF8FA4533AE01C74B1FB2579ED3C","2026-07-13T09:27:46.3505174Z"
"BUILD/stm32f4xx_hal.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1080640","092FD1740201A5158B6BA4FD146D151ECD4660C00359A9ED055260237A9D7830","2026-07-13T09:27:33.0968117Z"
"BUILD/stm32f4xx_hal.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7392","5E4BBE16B208D86B067A0A2E4DF06D717542DAC9636B5ADF607DC784BD8ACBC7","2026-07-13T09:27:33.0998153Z"
"BUILD/stm32f4xx_hal.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1199868","9DF0D8F206528FF6F33ABB437979D293A96095E52E02F65F46EF228F5ABC477C","2026-07-13T09:27:33.4491668Z"
"BUILD/stm32f4xx_ll_adc.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:41.8846566Z"
"BUILD/stm32f4xx_ll_adc.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","3DD506BFA70CF1C8993F7D5F4E4978520F394CA70A9737202DECDDA6DA428896","2026-07-13T09:27:41.8846566Z"
"BUILD/stm32f4xx_ll_adc.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","2A58604090EF4E1B177EDD35625663326E875187A49440D1DEDCE5633E43A1AF","2026-07-13T09:27:41.8856568Z"
"BUILD/stm32f4xx_ll_crc.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:41.8836569Z"
"BUILD/stm32f4xx_ll_crc.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","1F442721A57D367C096B8A8776D0A0E25C396BECDBC45E1966905B097581B332","2026-07-13T09:27:41.8836569Z"
"BUILD/stm32f4xx_ll_crc.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","5E0FCFAD6709B5B95CD3AE4994D7743218377561012CF4E7A3E79E1D75CE734F","2026-07-13T09:27:41.8846566Z"
"BUILD/stm32f4xx_ll_dac.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:41.8886577Z"
"BUILD/stm32f4xx_ll_dac.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","83C2B5B6693BDE2BB8F081053323B30609170A805DFA9DA4187AE04AD59E91E7","2026-07-13T09:27:41.8886577Z"
"BUILD/stm32f4xx_ll_dac.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","EBFB324A8CAE3E9524AC0AA054782DC8875F5AC776A4EB3F44BB4E388B00914A","2026-07-13T09:27:41.8896579Z"
"BUILD/stm32f4xx_ll_dma.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:41.9066218Z"
"BUILD/stm32f4xx_ll_dma.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","B943503C263CA0E01940C3427B8F4EAE69C7B6288C861BDA97933F5E76D80996","2026-07-13T09:27:41.9066218Z"
"BUILD/stm32f4xx_ll_dma.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","A6B19D2CF861D63018C3AB1E7DB2E994BC7459EB872BBA4ED369FB75FB1AAF5A","2026-07-13T09:27:41.9076205Z"
"BUILD/stm32f4xx_ll_dma2d.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:41.9596214Z"
"BUILD/stm32f4xx_ll_dma2d.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","147","88B57EE0AA247CAFCC36979588F68FE0AB8CFABD57A956F2085285FDF523FFBD","2026-07-13T09:27:41.9596214Z"
"BUILD/stm32f4xx_ll_dma2d.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10304","50F5A72CA419ABE2492A2689B5890EA64A92F676643159E83F59A6FDC9648C3A","2026-07-13T09:27:41.9606216Z"
"BUILD/stm32f4xx_ll_exti.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:41.9816205Z"
"BUILD/stm32f4xx_ll_exti.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","144","B0D34D99A373E43DF3673588FD4FA544D79906943E58CD03F68798159A76C207","2026-07-13T09:27:41.9816205Z"
"BUILD/stm32f4xx_ll_exti.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10292","8CF661D0580E76924ED34C9AC58C0AC5AEBAE68AF9AA137B9873EB164179B999","2026-07-13T09:27:41.9826206Z"
"BUILD/stm32f4xx_ll_fmc.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1085163","D6ED4C86B3E7F9A0C9386947174CBF6C5FE3B7C0BBE7996BF6545AAC2CA3AD39","2026-07-13T09:27:46.4055330Z"
"BUILD/stm32f4xx_ll_fmc.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7626","136EF1BD00878FDF2C6F509CC07A6E18490F7404FBAE39059AC7A9853EB1C4E2","2026-07-13T09:27:46.4095248Z"
"BUILD/stm32f4xx_ll_fmc.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1203904","A2B30989A9392B5EF610A42776819C848701756F4C2FB3F6E6750C85B2F59BFE","2026-07-13T09:27:46.5775311Z"
"BUILD/stm32f4xx_ll_fsmc.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1078328","999DB80A7AF8FC4B90AE56B468B5670D0A432CA59C66F88C14DC4C5CA649F5BF","2026-07-13T09:27:46.3835204Z"
"BUILD/stm32f4xx_ll_fsmc.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7704","3BCB3EA2257A990EBBC69FD98AF652AC250A321314FC49E9B8CB797CF66DA119","2026-07-13T09:27:46.3875274Z"
"BUILD/stm32f4xx_ll_fsmc.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1165768","F8837DB1F2CFEEF1E2B6EFD7144A2954C4AE00D2A6E9025FC6AAE072EAF2FCCA","2026-07-13T09:27:46.5035261Z"
"BUILD/stm32f4xx_ll_gpio.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.0290192Z"
"BUILD/stm32f4xx_ll_gpio.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","144","03B4A774289E3A53E1C23A2EB4929E95DF2C8E1A032B718C90D895CC8ED88452","2026-07-13T09:27:42.0290192Z"
"BUILD/stm32f4xx_ll_gpio.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10292","3C3ACE9E8C477C1E120843983BE6D642DDFE69CF844469E0522B9173266111E5","2026-07-13T09:27:42.0300224Z"
"BUILD/stm32f4xx_ll_i2c.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.0500240Z"
"BUILD/stm32f4xx_ll_i2c.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","726DAA2DC5DBA3B95018A63FA1F97DA40B07E278B51BAB880A640D370A030F5D","2026-07-13T09:27:42.0500240Z"
"BUILD/stm32f4xx_ll_i2c.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","F4993FE08DFAC3D6D13B7D95B3A3248C7B7B43FBCF21A8D7C8916D07ED0A17DC","2026-07-13T09:27:42.0510225Z"
"BUILD/stm32f4xx_ll_lptim.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.0590244Z"
"BUILD/stm32f4xx_ll_lptim.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","147","8B299DB2DB338B6460AFF636C838E0D1EF3804B2F387B9F26B64C44F5DCAEA2D","2026-07-13T09:27:42.0590244Z"
"BUILD/stm32f4xx_ll_lptim.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10304","8DC8FED4B2C94C747CB15A2E94224049824698CFEC50C940EAB51C8AA84CDF14","2026-07-13T09:27:42.0603310Z"
"BUILD/stm32f4xx_ll_pwr.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.0684785Z"
"BUILD/stm32f4xx_ll_pwr.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","DF6770D7BE081FFF169B4AED3B055A4B4F35D902A06D06AEA76E0753B3888BE6","2026-07-13T09:27:42.0684785Z"
"BUILD/stm32f4xx_ll_pwr.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","CC75366EF7DA45A9CBE4401ADDF0344B6315BA95F82613EF0E24195B5F479209","2026-07-13T09:27:42.0695217Z"
"BUILD/stm32f4xx_ll_rcc.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.0866575Z"
"BUILD/stm32f4xx_ll_rcc.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","5CAE7FD20BFCA55897BFAE9827445A590C88EC010A36830326651D0425A6BE9B","2026-07-13T09:27:42.0866575Z"
"BUILD/stm32f4xx_ll_rcc.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","A376957E2D375A4B2BC41FEFF2AC54CF11BFB225ADD26D7AD87D2302F1A032C0","2026-07-13T09:27:42.0876573Z"
"BUILD/stm32f4xx_ll_rng.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.1016591Z"
"BUILD/stm32f4xx_ll_rng.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","BE29BF33CFC8669FACFDE2B2FBA92D9A47631CA549B9FE9A08D3EF0956DBB802","2026-07-13T09:27:42.1016591Z"
"BUILD/stm32f4xx_ll_rng.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","282D8EB5DCE1E3811041F72B5B4B1C97926B4EFF8D35D58DCC502CDA8C133D5F","2026-07-13T09:27:42.1026575Z"
"BUILD/stm32f4xx_ll_rtc.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.1222041Z"
"BUILD/stm32f4xx_ll_rtc.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","C09C631A9C2517565EECD12EA1D4819FB8E6B47A2ABBFAE577C20979DC9EF837","2026-07-13T09:27:42.1227309Z"
"BUILD/stm32f4xx_ll_rtc.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","7FE08350D29F10518D36058CD7B67958C97A8F77528CF28B61EFCB5BC3ED8886","2026-07-13T09:27:42.1232533Z"
"BUILD/stm32f4xx_ll_sdmmc.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1092141","E1C10B42D3F97BFBB9AD5ED1B9B73E395FB5210AB3D5452AD7245A9FE25A665E","2026-07-13T09:27:46.6215211Z"
"BUILD/stm32f4xx_ll_sdmmc.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7782","6157E9C52CE8222D4319DB2E75B48868058A41E189E4584440762C11455A2880","2026-07-13T09:27:46.6255195Z"
"BUILD/stm32f4xx_ll_sdmmc.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1242500","CD1D8CC5486E3418E724DA357D08C6D8ED44060D1D5572FA3105812C0629602D","2026-07-13T09:27:46.7528103Z"
"BUILD/stm32f4xx_ll_spi.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.1694913Z"
"BUILD/stm32f4xx_ll_spi.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","31557B049E496C83DB823BAA6F4DED0214C5BE96B038627590FAC68E6B6D93A1","2026-07-13T09:27:42.1694913Z"
"BUILD/stm32f4xx_ll_spi.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","49D0BF5B94F2BED4411BC004FA6F02528BE2BA9E52116B01A3537B74D4A10C28","2026-07-13T09:27:42.1704913Z"
"BUILD/stm32f4xx_ll_tim.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.1796278Z"
"BUILD/stm32f4xx_ll_tim.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","41F2598C19D759BA70F4EBF37314D9FAA83F3E2AF50BB93783A707921D04086D","2026-07-13T09:27:42.1796278Z"
"BUILD/stm32f4xx_ll_tim.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10272","14996B8117AED825FC72B69DAD9E9763953D1DCA07AC19EA5A2AF41BB91E3506","2026-07-13T09:27:42.1806751Z"
"BUILD/stm32f4xx_ll_usart.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","479","53192725114D4AB47FC69DAA0E4E0D10C052B1D164266C4E3B55A367CD1498D9","2026-07-13T09:27:42.1858722Z"
"BUILD/stm32f4xx_ll_usart.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","147","D2FFF7906EBACBC82770AE1611395F3BDE4C5E28207D0011E653F7E9E0A85280","2026-07-13T09:27:42.1858722Z"
"BUILD/stm32f4xx_ll_usart.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","10304","CDB5DD1574610B4F35CCEBE8C6DEC20C77E8F0B5E0FB248B7BBE79FBA8AE8093","2026-07-13T09:27:42.1868719Z"
"BUILD/stm32f4xx_ll_usb.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1097610","11E6D7E83DCA6BDEC7F86AE0B890E4B605ADE732230F3AA577124FD495ECC7D5","2026-07-13T09:27:46.9937073Z"
"BUILD/stm32f4xx_ll_usb.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7626","6F83C7D055BD3EB76E027CB580345BA9A00D6530FD3E3220ED5950A30E5C1D18","2026-07-13T09:27:46.9967062Z"
"BUILD/stm32f4xx_ll_usb.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1247476","8F55B02243525F9847D09546A31169E4428DE67F543590048101160752893128","2026-07-13T09:27:47.1578456Z"
"BUILD/stm32f4xx_ll_utils.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1146787","E5271B3544442794996B6BA09066A938C616478D1584190B52D0C73B6CF37AFC","2026-07-13T09:27:47.3816608Z"
"BUILD/stm32f4xx_ll_utils.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8202","B1057FC4C56C8D5D841A49D8F043F3AF75C6D43E4953E984528FEE79844E5169","2026-07-13T09:27:47.3847012Z"
"BUILD/stm32f4xx_ll_utils.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1261084","502AAC477BC17DDE0981DE9777CE906BDE8FF4F1BAD40F0F894EE31F07014D60","2026-07-13T09:27:47.4867750Z"
"BUILD/stream.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1192831","98CBCF76F2FFA852C9E6573CBFF9C1C74B057578915200E14CDC5C720F9327A2","2026-07-13T09:27:47.4437805Z"
"BUILD/stream.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8443","5D0F3FC51EC7BDE0FBE6C5C45E356B5F4C59C2831D2C891319584F4E20258B04","2026-07-13T09:27:47.4477758Z"
"BUILD/stream.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1304824","BF98B3836A182F7AB6CDA013487E3261A865E5E63A0333FFEFC2581823787C39","2026-07-13T09:27:47.5663907Z"
"BUILD/system_clock.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1080760","8116E5A2748762504EA7F840177ED581D06F30B550C2E4F48E23B37BA339DC4A","2026-07-13T09:27:46.8065389Z"
"BUILD/system_clock.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7482","EEC52760CA689806F23811FDB3AF689D346D678BC36B4443B7D6498AA6DFAB95","2026-07-13T09:27:46.8095389Z"
"BUILD/system_clock.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1174308","3608DDFF14022A754C4EABFC9E6FF7891C76E0BB3E9218131C333D26DEB41B1B","2026-07-13T09:27:46.8981995Z"
"BUILD/system_stm32f4xx.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1078983","F2AC86F08C632040A5D57D628969BFB2567B0DCD37CEA7DC5729F91BF7B36AE6","2026-07-13T09:27:46.9937073Z"
"BUILD/system_stm32f4xx.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7641","10646079311FDD506B9DB9B5BC31727170C9D1ADF406E5891BD3D3FA774E790A","2026-07-13T09:27:46.9967062Z"
"BUILD/system_stm32f4xx.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1168680","19403C9427BD8505AD9D12676AD1CF67EE82380842AA0C6E5CF444F3F12472D9","2026-07-13T09:27:47.0897076Z"
"BUILD/ticker.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1178066","1E7E226EB14C91C69D77453AEE374C078F9E2F349AF1300FBB77D2B77A069562","2026-07-13T09:27:47.2546779Z"
"BUILD/ticker.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8382","F23F502C7A9995026857FD1F90C3BB56302CC932735A51A1D3D112D3D474A32F","2026-07-13T09:27:47.2616819Z"
"BUILD/ticker.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1247312","8A59198A5F556942F300FB0BDB1195D742133CD78B04B654B4C906D18855E768","2026-07-13T09:27:47.3696629Z"
"BUILD/timeout.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1177380","BBB7E30C67DA95EAA48B45BE2F9860C597275A853103CA784BFAB1125DE3B96E","2026-07-13T09:27:47.4127809Z"
"BUILD/timeout.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8475","D4F9D5885745E071B38BAEBAC5E71CCECDE3CEEE51F221501A2D07C414D90FD5","2026-07-13T09:27:47.4177716Z"
"BUILD/timeout.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1229680","107B0DA47505935378B99CC828ED6D5C08D7AD570C491965B640274091581F2A","2026-07-13T09:27:47.5257742Z"
